Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1975911005013307843,https://x.com/vicky_moriarty/status/1975911005013307843,"RT @Artemisfornow: Well done tax payers

Hammersmith &amp; Fulham Council is 260 MILLION in debt &amp; just raised council tax by 4.7%, 

Has hande…",778963613470130176,vicky_moriarty,False,3022,England ,10670,195947,"October 8, 2025 at 01:07 PM",Negative
Keir Starmer (UK PM),codomain,1975910887455420905,https://x.com/vicky_moriarty/status/1975910887455420905,"RT @Suffragent_: Police arrest two Afghans behind the UK’s biggest phone-snatching gang. 

Officers found more than 40,000 stolen devices w…",778963613470130176,vicky_moriarty,False,3022,England ,39303,927806,"October 8, 2025 at 01:07 PM",Negative
Keir Starmer (UK PM),codomain,1975910499838742823,https://x.com/vicky_moriarty/status/1975910499838742823,RT @BenKentish: Yesterday an NHS doctor openly shared a propaganda video produced by Palestinian Islamic Jihad - a proscriebd terrorist org…,778963613470130176,vicky_moriarty,False,3022,England ,1302,37133,"October 8, 2025 at 01:05 PM",Negative
Keir Starmer (UK PM),codomain,1976000176952090684,https://x.com/Surak_Vulcan/status/1976000176952090684,"RT @latinopoulou: October 7, 2023
Never forget 😢

It is our sacred duty to help cleanse Gaza of Hamas. If Israel falls, the gates of hell w…",1525214991992889345,Surak_Vulcan,False,205,,11018,310599,"October 8, 2025 at 07:02 PM",Negative
Keir Starmer (UK PM),codomain,1973909425875304638,https://x.com/Surak_Vulcan/status/1973909425875304638,RT @TRobinsonNewEra: After today’s events now more than ever I’d like to reassert the fact that I am a Zionist . I believe in a homeland fo…,1525214991992889345,Surak_Vulcan,False,205,,52217,2081759,"October 3, 2025 at 12:34 AM",Negative
Keir Starmer (UK PM),codomain,1973456299510866110,https://x.com/Surak_Vulcan/status/1973456299510866110,"RT @kyg_best: A famous violinist Karolina Protsenko, gets asked to play Am Yisrael Chai, watch what happens next...   

Am Yisrael Chai! 💙💙…",1525214991992889345,Surak_Vulcan,False,205,,8780,192409,"October 1, 2025 at 06:33 PM",Negative
Keir Starmer (UK PM),codomain,1976249638325035139,https://x.com/crazyzombienerd/status/1976249638325035139,"RT @AllisonPearson: Damning from Professor Mark Woolhouse 👇
As some of us said at the time, lockdown impeded healthcare for sick people, ma…",1275432739261595648,crazyzombienerd,False,2307,,1953,48576,"October 9, 2025 at 11:33 AM",Negative
Keir Starmer (UK PM),codomain,1976248506332610709,https://x.com/crazyzombienerd/status/1976248506332610709,RT @ABridgen: Nestle bow to customer preferences and common sense. No more Bovaer to be used in their supply chain. Great news.,1275432739261595648,crazyzombienerd,False,2307,,11880,159999,"October 9, 2025 at 11:28 AM",Negative
Keir Starmer (UK PM),codomain,1975404760603021679,https://x.com/crazyzombienerd/status/1975404760603021679,RT @WallStreetApes: Denmark followed 321 Muslim Palestinian asylum seekers and their kids for nearly 30 years. This is the SHOCKING result…,1275432739261595648,crazyzombienerd,False,2307,,75812,2705692,"October 7, 2025 at 03:36 AM",Negative
Keir Starmer (UK PM),codomain,1975057267541381134,https://x.com/crazyzombienerd/status/1975057267541381134,"RT @BGatesIsaPyscho: “Starmer will enact Government Powers, crush dissent, cancel elections - bring in Tony Blair’s Digital ID”

“Starmer’s…",1275432739261595648,crazyzombienerd,False,2307,,5337,94659,"October 6, 2025 at 04:35 AM",Negative
Keir Starmer (UK PM),codomain,1976319588980892105,https://x.com/RE6O98/status/1976319588980892105,RT @narendramodi: Welcome Prime Minister Keir Starmer on your historic first visit to India with the largest ever trade delegation from the…,923615532,RE6O98,False,14,,118541,8845476,"October 9, 2025 at 04:11 PM",Negative
Keir Starmer (UK PM),codomain,1943508378887635189,https://x.com/RE6O98/status/1943508378887635189,"Love is not about needing someone. It’s about wanting to share your life with them, even when you don’t have to.",923615532,RE6O98,False,14,,0,38,"July 11, 2025 at 03:11 AM",Negative
Keir Starmer (UK PM),codomain,1975705908887101746,https://x.com/DDenterprises23/status/1975705908887101746,"RT @KEdge23: Labour are the worst government in history. 

That’s fact.",1928067699998937089,DDenterprises23,False,186,sadiq khans londonstan,2608,19803,"October 7, 2025 at 11:32 PM",Negative
Keir Starmer (UK PM),codomain,1938647808791265592,https://x.com/YourPalPapaScho/status/1938647808791265592,"So this past week in work my colleagues (some of which are well into middle age) have been talking about a game they used to play on the PS1 called LMA Manager (1999) and I thought I’ll try it out, it is actually ace. It’s the precursor to Football Manager and it honestly is pretty good",1097438634591035393,YourPalPapaScho,True,142,"Your Head, Rent Free",0,29,"June 27, 2025 at 05:17 PM",Negative
Keir Starmer (UK PM),codomain,1976263130108907938,https://x.com/darrenmark69/status/1976263130108907938,"RT @doctor_rahmeh: A doctor can harm a British patient and get a hearing . Accuse a doctor of 'anti-Semitism', and they're gone. That's the…",65384825,darrenmark69,False,9660,Stoke On Trent,17640,622619,"October 9, 2025 at 12:27 PM",Negative
Keir Starmer (UK PM),codomain,1976330234682102038,https://x.com/darrenmark69/status/1976330234682102038,"Blame the poor.
Blame the disabled.
Blame white middle aged men.
Blame it on boats.
They blame everyone except the rich elite, their own policy failings.
Poor can't help being poor, disabled can't help being disabled, etc. But they can be helped by the rich, but that costs them.",65384825,darrenmark69,False,9660,Stoke On Trent,0,3,"October 9, 2025 at 04:53 PM",Negative
Keir Starmer (UK PM),codomain,1976330179741090257,https://x.com/darrenmark69/status/1976330179741090257,"Blame the poor.
Blame the disabled.
Blame white middle aged men.
Blame it on boats.
They blame everyone except the rich elite, their own policy failings.
Poor can't help being poor, disabled can't help being disabled, etc. But they can be helped by the rich, but that costs them.",65384825,darrenmark69,False,9660,Stoke On Trent,0,4,"October 9, 2025 at 04:53 PM",Negative
Keir Starmer (UK PM),codomain,1976318880156090842,https://x.com/darrenmark69/status/1976318880156090842,"RT @MartinSLewis: More water bills rises announced today, on top of those already planned. 

Privatisation without competition, arguably th…",65384825,darrenmark69,False,9660,Stoke On Trent,1554,87536,"October 9, 2025 at 04:08 PM",Negative
Keir Starmer (UK PM),codomain,1976308338716799039,https://x.com/darrenmark69/status/1976308338716799039,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,3,17,"October 9, 2025 at 03:26 PM",Negative
Keir Starmer (UK PM),codomain,1976308024256905546,https://x.com/darrenmark69/status/1976308024256905546,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,0,13,"October 9, 2025 at 03:25 PM",Negative
Keir Starmer (UK PM),codomain,1976307968615317680,https://x.com/darrenmark69/status/1976307968615317680,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,1,15,"October 9, 2025 at 03:25 PM",Negative
Keir Starmer (UK PM),codomain,1976307764638192054,https://x.com/darrenmark69/status/1976307764638192054,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,0,20,"October 9, 2025 at 03:24 PM",Negative
Keir Starmer (UK PM),codomain,1976307466683007313,https://x.com/darrenmark69/status/1976307466683007313,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,2,43,"October 9, 2025 at 03:23 PM",Negative
Keir Starmer (UK PM),codomain,1976307376648224887,https://x.com/darrenmark69/status/1976307376648224887,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,2,21,"October 9, 2025 at 03:22 PM",Negative
Keir Starmer (UK PM),codomain,1976307309354594346,https://x.com/darrenmark69/status/1976307309354594346,"Part of the reason @Keir_Starmer feels emboldened to push on with Digital ID, is because none of those opposing it now, organisations etc, opposed his culling of the poor/disabled with his benefit cuts, you applauded him then. First they came for the disabled.well
#NoToDigitalID",65384825,darrenmark69,False,9660,Stoke On Trent,1,17,"October 9, 2025 at 03:22 PM",Negative
Keir Starmer (UK PM),codomain,1976306435337461874,https://x.com/darrenmark69/status/1976306435337461874,"RT @Ashley7Fox: I have signed this cross party letter opposing Digital ID - it’s intrusive, expensive, and won’t stop illegal immigration.…",65384825,darrenmark69,False,9660,Stoke On Trent,6349,90185,"October 9, 2025 at 03:19 PM",Negative
Keir Starmer (UK PM),codomain,1976303647882436956,https://x.com/darrenmark69/status/1976303647882436956,"RT @Togetherdec: DIGITAL ID CARDS: ""It would intensify censorship and surveillance of certain views"" @alanvibe

Freedom at Risk: Digital ID…",65384825,darrenmark69,False,9660,Stoke On Trent,576,10693,"October 9, 2025 at 03:08 PM",Negative
Keir Starmer (UK PM),codomain,1976302692340277541,https://x.com/darrenmark69/status/1976302692340277541,"RT @wideawake_media: ""The only reason why we're not yet living in a 15-minute city... wearing masks, eating bugs, getting a cancerous shot…",65384825,darrenmark69,False,9660,Stoke On Trent,5202,72479,"October 9, 2025 at 03:04 PM",Negative
Keir Starmer (UK PM),codomain,1976028232374943951,https://x.com/darrenmark69/status/1976028232374943951,RT @ABridgen: Nestle bow to customer preferences and common sense. No more Bovaer to be used in their supply chain. Great news.,65384825,darrenmark69,False,9660,Stoke On Trent,11883,159999,"October 8, 2025 at 08:53 PM",Negative
Keir Starmer (UK PM),codomain,1975992436607328505,https://x.com/darrenmark69/status/1975992436607328505,"RT @ABridgen: Geoengineering, Sun dimming, cloud seeding and weather manipulation in the UK must stop. It’s a crime against humanity. https…",65384825,darrenmark69,False,9660,Stoke On Trent,9242,116955,"October 8, 2025 at 06:31 PM",Negative
Keir Starmer (UK PM),codomain,1975972526217101335,https://x.com/darrenmark69/status/1975972526217101335,"RT @wideawake_media: English ex-footballer Matt Le Tissier describes the current situation perfectly. 🎯

""The people that we've put in powe…",65384825,darrenmark69,False,9660,Stoke On Trent,21652,483839,"October 8, 2025 at 05:12 PM",Negative
Keir Starmer (UK PM),codomain,1975972049215729957,https://x.com/darrenmark69/status/1975972049215729957,"RT @NoToDigitalID: 🚨We won’t drop this issue, even though the media has. 

Please RETWEET and Share and most importantly please follow. htt…",65384825,darrenmark69,False,9660,Stoke On Trent,7911,62913,"October 8, 2025 at 05:10 PM",Negative
Keir Starmer (UK PM),codomain,1975971024941518874,https://x.com/darrenmark69/status/1975971024941518874,"RT @ABridgen: Make no mistake , the Chinese social credit system is the destination and endgame for the Digital ID being rolled out in the…",65384825,darrenmark69,False,9660,Stoke On Trent,7475,155726,"October 8, 2025 at 05:06 PM",Negative
Keir Starmer (UK PM),codomain,1975606036397744258,https://x.com/RogerShrubberer/status/1975606036397744258,RT @GuidoFawkes: EXC: Powell Met With Chinese Communist ‘Front Organisation’ Officials Before Becoming National Security Adviser https://t.…,1887226084028022784,RogerShrubberer,False,100,United Kingdom,1380,353343,"October 7, 2025 at 04:55 PM",Negative
Keir Starmer (UK PM),codomain,1975582594545717740,https://x.com/RogerShrubberer/status/1975582594545717740,RT @SBarrettBar: We can't go on like this.,1887226084028022784,RogerShrubberer,False,100,United Kingdom,11553,379387,"October 7, 2025 at 03:22 PM",Negative
Keir Starmer (UK PM),codomain,1973981556655235429,https://x.com/RogerShrubberer/status/1973981556655235429,"RT @israel_advocacy: I am a British Jew… I left the UK last year out of fear for my family's safety.

Today, my worst fears were confirmed.…",1887226084028022784,RogerShrubberer,False,100,United Kingdom,43964,1110437,"October 3, 2025 at 05:20 AM",Negative
Keir Starmer (UK PM),codomain,1973841875850400034,https://x.com/RogerShrubberer/status/1973841875850400034,"RT @Basil_TGMD: Just some statistics

UK Muslims are 6.5% of the population but are responsible for:

97% of terror deaths since 2000 
90%…",1887226084028022784,RogerShrubberer,False,100,United Kingdom,34345,1079877,"October 2, 2025 at 08:05 PM",Negative
Keir Starmer (UK PM),codomain,1973839385649926384,https://x.com/RogerShrubberer/status/1973839385649926384,"RT @KatieAmess: I will fight on until the day I die. I will get the answers he deserves. #justiceforsirdavid
💙💔 https://t.co/EY2DaP8MKG",1887226084028022784,RogerShrubberer,False,100,United Kingdom,16434,516003,"October 2, 2025 at 07:55 PM",Negative
Keir Starmer (UK PM),codomain,1976326655099711490,https://x.com/David_J_Bond/status/1976326655099711490,"RT @RobertJenrick: You may find the burning of a Quran offensive, but that doesn't mean it's a crime.

I'm at Southwark Crown Court to supp…",1120360901310386176,David_J_Bond,False,21986,Cheshire born and bred!,5600,120053,"October 9, 2025 at 04:39 PM",Negative
Keir Starmer (UK PM),codomain,1976326224969597012,https://x.com/David_J_Bond/status/1976326224969597012,RT @toadmeister: Two-tier justice was on full display as three Epping protesters received longer prison sentences than the asylum seeker wh…,1120360901310386176,David_J_Bond,False,21986,Cheshire born and bred!,2548,29457,"October 9, 2025 at 04:37 PM",Negative
